qid,agent,answer,target_repr,sampling_strategy,n_similar_examples,cover_operators,prompt_version
041438,zephyr7B_raw,"query(unique(negate(relate(logo, color, roof, relate(logo, color, roof, all_different))))

Which car has a different color than the others?
query(unique(filter_any(select(scene(), car), painted), select(scene(), car), negate(relate(car, color, all",asp_nested,random,1,False,v1
041438,zephyr7B,,asp_nested,random,1,False,v1
041529,zephyr7B_raw,"query(exist(scene(), fence), exist(scene(), frisbee))",asp_nested,random,1,False,v1
041529,zephyr7B,,asp_nested,random,1,False,v1
041480,zephyr7B_raw,"relate(scene(), man, right_of, frisbee)",asp_nested,random,1,False,v1
041480,zephyr7B,,asp_nested,random,1,False,v1
041544,zephyr7B_raw,"query(select(scene(), frisbee), choose_attr(color))",asp_nested,random,1,False,v1
041544,zephyr7B,,asp_nested,random,1,False,v1
041499,zephyr7B_raw,"query(select(scene(), shorts), color)",asp_nested,random,1,False,v1
041499,zephyr7B,,asp_nested,random,1,False,v1
142457,zephyr7B_raw,"relate(select(scene(), shelf), side, right, _)",asp_nested,random,1,False,v1
142457,zephyr7B,error,asp_nested,random,1,False,v1
142471,zephyr7B_raw,"query(unique(relate(select(scene(), girl), hair), color), (brown ; blond))",asp_nested,random,1,False,v1
142471,zephyr7B,error,asp_nested,random,1,False,v1
142512,zephyr7B_raw,"exist(or(select(scene(), (bike, black)), select(scene(), (skateboard, black))))",asp_nested,random,1,False,v1
142512,zephyr7B,error,asp_nested,random,1,False,v1
122286,zephyr7B_raw,"query(relate(select(scene(), train_car), man, in, subject), read, a, newspaper)",asp_nested,random,1,False,v1
122286,zephyr7B,,asp_nested,random,1,False,v1
122371,zephyr7B_raw,"choose_rel(unique(filter(select(scene(), photo), has_lock)), side_of, lock_side, other_side, subject)",asp_nested,random,1,False,v1
122371,zephyr7B,,asp_nested,random,1,False,v1
122376,zephyr7B_raw,"query(exists(
    select(scene(), person),
    select(scene(), shirt),
    select(scene(), left),
    relate(select(scene(), person), wears, select(scene(), shirt)),
    all_different(
        select(scene(), girl),
        select(left, girl)
    ),
   ",asp_nested,random,1,False,v1
122376,zephyr7B,yes,asp_nested,random,1,False,v1
122496,zephyr7B_raw,"query(name(select(scene(), vehicle), Name), Name)",asp_nested,random,1,False,v1
122496,zephyr7B,error,asp_nested,random,1,False,v1
122495,zephyr7B_raw,"query(unique(relate(subject, vehicle), name))",asp_nested,random,1,False,v1
122495,zephyr7B,,asp_nested,random,1,False,v1
122312,zephyr7B_raw,"choose_attr(unique(select(scene(), man, train_car)), holds,?X)",asp_nested,random,1,False,v1
122312,zephyr7B,error,asp_nested,random,1,False,v1
041477,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'person (449035)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'wears (449036)'}, {'operation': 'query', 'dependencies': [1], 'argument':'shorts (449037)'}]",gqa,random,1,False,v1
041477,zephyr7B,,gqa,random,1,False,v1
041438,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'logo (123456)'}, {'operation':'relate', 'dependencies': [0], 'argument': '_,is,different,than,roof (123455)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'color'}]",gqa,random,1,False,v1
041438,zephyr7B,,gqa,random,1,False,v1
041529,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'item (123456)'},
 {'operation': 'filter', 'dependencies': [0], 'argument': '(fence (123457) or frisbee (123458))'},
 {'operation': 'query', 'dependencies': [1], 'argument': 'in_picture'}]",gqa,random,1,False,v1
041529,zephyr7B,,gqa,random,1,False,v1
041480,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (1080315)'}, {'operation':'relate', 'dependencies': [0], 'argument': 'frisbee,to,o (1080312)'}, {'operation': 'choose', 'dependencies': [1], 'argument': 'right'}, {'operation':'relate', 'dependencies': [2], 'argument': 'glasses,wear,o (1080313)'}, {'operation': 'query', 'dependencies",gqa,random,1,False,v1
041480,zephyr7B,,gqa,random,1,False,v1
041544,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'frisbee (1000000)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'color'}]",gqa,random,1,False,v1
041544,zephyr7B,,gqa,random,1,False,v1
041499,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shorts (987654)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'color'}]",gqa,random,1,False,v1
041499,zephyr7B,,gqa,random,1,False,v1
142457,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shelf (987654)'},
 {'operation': 'filter', 'dependencies': [0], 'argument':'side', 'condition': '(side == ""right"") or (side == ""left"")'}]",gqa,random,1,False,v1
142457,zephyr7B,,gqa,random,1,False,v1
142471,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'girl (1605599)'}, {'operation':'select', 'dependencies': [0], 'argument': 'hair (1605600)'}, {'operation': 'choose color', 'dependencies': [1], 'argument': 'brown|blond'}]",gqa,random,1,False,v1
142471,zephyr7B,,gqa,random,1,False,v1
142512,zephyr7B_raw,"[{'operation': 'query', 'dependencies': [], 'argument': 'black (100000)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'bike (100001)|skateboard (100002)'}, {'operation': 'exist', 'dependencies': [1], 'argument': 'true'}]",gqa,random,1,False,v1
142512,zephyr7B,,gqa,random,1,False,v1
122286,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (1234567)'}, {'operation': 'filter location', 'dependencies': [0], 'argument': 'train car'}, {'operation':'select', 'dependencies': [1], 'argument': 'newspaper (1234568)'}, {'operation': 'filter activity', 'dependencies': [2], 'argument':'reading'}]",gqa,random,1,False,v1
122286,zephyr7B,,gqa,random,1,False,v1
122371,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'photo (1234567)'}, {'operation': 'filter vposition', 'dependencies': [0], 'argument': 'bottom'}, {'operation':'relate', 'dependencies': [1], 'argument': '_,on,s (1234566)'}, {'operation': 'query', 'dependencies': [2], 'argument': 'name'}, {'operation': 'filter hposition', 'dependencies': [2], 'argument': 'right'}]",gqa,random,1,False,v1
122371,zephyr7B,,gqa,random,1,False,v1
122376,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'person (432604)'}, {'operation':'relate', 'dependencies': [0], 'argument': 'wearing,shirt,s (432608)'}, {'operation': 'filter', 'dependencies': [1], 'argument': 'left'}, {'operation':'select', 'dependencies': [], 'argument': 'girl (432602)'}, {'operation':'relate', 'dependencies': [3], 'argument': 'to,s (",gqa,random,1,False,v1
122376,zephyr7B,,gqa,random,1,False,v1
122496,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'vehicle (3864214)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'name'}]",gqa,random,1,False,v1
122496,zephyr7B,,gqa,random,1,False,v1
122495,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'vehicles (-)'}, {'operation': 'query', 'dependencies': [0], 'argument': '?'}, {'operation':'same', 'dependencies': [1], 'argument': '?'}, {'operation': 'different', 'dependencies': [1], 'argument': '?'}, {'operation': 'choose', 'dependencies': [2, 3], 'argument': ''}]",gqa,random,1,False,v1
122495,zephyr7B,,gqa,random,1,False,v1
122312,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'train car (449040)'}, {'operation': 'choose', 'dependencies': [0], 'argument':'man (449050),holds (449060)'}]",gqa,random,1,False,v1
122312,zephyr7B,,gqa,random,1,False,v1
041477,zephyr7B_raw,"scene(0).
select(1, 0, person).
choose_attr(2, 1, wears).
choose_rel(3, 2, shorts).
query(4, 1, 3).
end(4).
",asp_flat,random,2,False,v1
041477,zephyr7B,,asp_flat,random,2,False,v1
041438,zephyr7B_raw,"scene(0).
select(1, 0, logo).
select(2, 0, roof).
relate(3, 1, color, _).
relate(4, 2, color, _).
unique(5, 3).
unique(6, 4).
all_different(7, end(6).
",asp_flat,random,2,False,v1
041438,zephyr7B,error,asp_flat,random,2,False,v1
041529,zephyr7B_raw,"scene(0).
select(1, 0, obj).
unique(2, 1).
(relate(3, 2, fence, in, scene) ; relate(3, 2, frisbee, in, scene)).
all_different(4, 3).
end(4).
",asp_flat,random,2,False,v1
041529,zephyr7B,error,asp_flat,random,2,False,v1
041480,zephyr7B_raw,"scene(0).
select(1, 0, man).
unique(2, 1).
choose_rel(3, 2, man, to_the_right_of, to_the_left_of, subject).
select(4, 0, frisbee).
unique(5, 4).
relend(5).
",asp_flat,random,2,False,v1
041480,zephyr7B,,asp_flat,random,2,False,v1
041544,zephyr7B_raw,"scene(0).
select(1, 0, frisbee).
query(2, 1, color).
end(2).
",asp_flat,random,2,False,v1
041544,zephyr7B,,asp_flat,random,2,False,v1
041499,zephyr7B_raw,"scene(0).
select(1, 0, shorts).
relate(2, 1, color, has, subject).
unique(3, 2).
query(4, 3, color).
end(4).
",asp_flat,random,2,False,v1
041499,zephyr7B,,asp_flat,random,2,False,v1
142457,zephyr7B_raw,"scene(0).
select(1, 0, shelf).
relate_any(2, 1, on_side, subject).
unique(3, 2).
query(4, 3, side).
select(5, 4, side).
choose_attr(6, 5, right_or_leftend(5).
",asp_flat,random,2,False,v1
142457,zephyr7B,error,asp_flat,random,2,False,v1
142471,zephyr7B_raw,"scene(0).
select(1, 0, girl).
relate(2, 1, hair, color, subject).
choose_attr(3, 2, color).
unique(4, 3).
query(5, 4, name).
relate(6, 1, hair, color, object).end(5).
",asp_flat,random,2,False,v1
142471,zephyr7B,,asp_flat,random,2,False,v1
142512,zephyr7B_raw,"scene(0).
select(1, 0, bike).
select(2, 0, skateboard).
unique(3, 1).
unique(4, 2).
choose_attr(5, 3, color, black).
choose_attr(6, 4, color, black).
exist(end(6).
",asp_flat,random,2,False,v1
142512,zephyr7B,error,asp_flat,random,2,False,v1
122286,zephyr7B_raw,"scene(0).
select(1, 0, man).
relate(2, 1, in, train_car).
relate(3, 1, reading, newspaper).
query(4, 3).
end(4).
",asp_flat,random,2,False,v1
122286,zephyr7B,,asp_flat,random,2,False,v1
122371,zephyr7B_raw,"scene(0).
select(1, 0, photo).
relate(2, 1, lock, on, side).
unique(3, 2).
query(4, 3, name).
end(4).
",asp_flat,random,2,False,v1
122371,zephyr7B,,asp_flat,random,2,False,v1
122376,zephyr7B_raw,"scene(0).
select(1, 0, person).
relate(2, 1, shirt, wearing, object).
unique(3, 2).
select(4, 0, girl).
relate(5, 4, person, to_the_left_of, object).
exist(6, 5end(5).
",asp_flat,random,2,False,v1
122376,zephyr7B,error,asp_flat,random,2,False,v1
122496,zephyr7B_raw,"scene(0).
select(1, 0, vehicle).
query(2, 1, name).
end(2).
",asp_flat,random,2,False,v1
122496,zephyr7B,train_car,asp_flat,random,2,False,v1
122495,zephyr7B_raw,"scene(0).
select(1, 0, object).
unique(2, 1).
query(3, 2, type).
query(4, 3, vehicle).
end(4).
",asp_flat,random,2,False,v1
122495,zephyr7B,,asp_flat,random,2,False,v1
122312,zephyr7B_raw,"scene(0).
select(1, 0, train_car).
select(2, 1, man).
filter(3, 2, pose, in).
filter(4, 1, holding, true).
unique(5, 4).
query(6, 5, name).
end(6).
",asp_flat,random,2,False,v1
122312,zephyr7B,,asp_flat,random,2,False,v1
041477,zephyr7B_raw,"query(unique(select(relate(scene(), wears), shorts, object)))",asp_nested,random,2,False,v1
041477,zephyr7B,,asp_nested,random,2,False,v1
041477,zephyr7B_raw,"scene(0).
select(1, 0, person).
relate(2, 1, wears, shorts, subject).
unique(3, 2).
query(4, 3, name).
end(4).
",asp_flat,random,5,False,v1
041477,zephyr7B,,asp_flat,random,5,False,v1
041438,zephyr7B_raw,"scene(0).
select(1, 0, roof).
relate(2, 1, logo, different_in_color_than, subject).
unique(3, 2).
end(3).
",asp_flat,random,5,False,v1
041438,zephyr7B,,asp_flat,random,5,False,v1
041529,zephyr7B_raw,"scene(0).
select(1, 0, fence).
exist(2, 1).
scene(3).
select(4, 3, frisbee).
exist(5, 4).
and(6, 2, 5).
end(6).
",asp_flat,random,5,False,v1
041529,zephyr7B,no,asp_flat,random,5,False,v1
041480,zephyr7B_raw,"scene(0).
select(1, 0, frisbee).
scene(2).
select(3, 2, man).
unique(4, 3).
choose_rel(5, 4, right_of, frisbee).
query(6, 5, name).
scene(7).
selectend(7).
",asp_flat,random,5,False,v1
041480,zephyr7B,,asp_flat,random,5,False,v1
041544,zephyr7B_raw,"scene(0).
select(1, 0, frisbee).
query(2, 1, color).
end(2).
",asp_flat,random,5,False,v1
041544,zephyr7B,,asp_flat,random,5,False,v1
041499,zephyr7B_raw,"scene(0).
select(1, 0, shorts).
relate_any(2, 1, have, color).
unique(3, 2).
query(4, 3, name).
end(4).
",asp_flat,random,5,False,v1
041499,zephyr7B,,asp_flat,random,5,False,v1
142457,zephyr7B_raw,"scene(0).
select(1, 0, shelf).
relate(2, 1, right_or_left, side_of, subject).
unique(3, 2).
query(4, 3, side).
end(4).
",asp_flat,random,5,False,v1
142457,zephyr7B,,asp_flat,random,5,False,v1
142471,zephyr7B_raw,"scene(0).
select(1, 0, girl).
unique(2, 1).
query(3, 2, hair_color).
filter(4, 3, hair_color, brown).
unique(5, 4).
query(6, 2, hair_color).
filter(7, 6end(6).
",asp_flat,random,5,False,v1
142471,zephyr7B,error,asp_flat,random,5,False,v1
142512,zephyr7B_raw,"scene(0).
select(1, 0, object).
filter(2, 1, color, black).
unique(3, 2).
exist(4, 3, bike).
or(5, 4, skateboard).
end(5).
",asp_flat,random,5,False,v1
142512,zephyr7B,,asp_flat,random,5,False,v1
122286,zephyr7B_raw,"scene(0).
select(1, 0, man).
unique(2, 1).
relate(3, 2, train_car, in, object).
verify_rel(4, 2, newspaper, reading, subject).
end(4).
",asp_flat,random,5,False,v1
122286,zephyr7B,no,asp_flat,random,5,False,v1
122371,zephyr7B_raw,"scene(0).
select(1, 0, photo).
unique(2, 1).
relate_attr(3, 2, lock, side).
query(4, 3, name).
end(4).
",asp_flat,random,5,False,v1
122371,zephyr7B,,asp_flat,random,5,False,v1
122376,zephyr7B_raw,"scene(0).
select(1, 0, person).
relate(2, 1, wears, shirt, subject).
unique(3, 2).
relate(4, 3, left_of, subject).
exist(5, 4).
filter(6, 5, gender, girl).
endend(6).
",asp_flat,random,5,False,v1
122376,zephyr7B,,asp_flat,random,5,False,v1
122496,zephyr7B_raw,"scene(0).
select(1, 0, vehicle).
query(2, 1, name).
end(2).
",asp_flat,random,5,False,v1
122496,zephyr7B,train_car,asp_flat,random,5,False,v1
122495,zephyr7B_raw,"scene(0).
select(1, 0, vehicle).
query(2, 1, name).
end(2).
",asp_flat,random,5,False,v1
122495,zephyr7B,train_car,asp_flat,random,5,False,v1
122312,zephyr7B_raw,"scene(0).
select(1, 0, train_car).
relate(2, 1, man, in, subject).
relate_any(3, 2, holding, object).
unique(4, 3).
query(5, 4, name).
end(5).
",asp_flat,random,5,False,v1
122312,zephyr7B,book,asp_flat,random,5,False,v1
041477,zephyr7B_raw,"query(unique(filter_any(select(scene(), person), select(scene(), wears), select(scene(), shorts))), name)",asp_nested,random,5,False,v1
041477,zephyr7B,,asp_nested,random,5,False,v1
041438,zephyr7B_raw,"query(unique(filter(select(scene(), logo), color, (not all_different(color, roof_color)))), color)",asp_nested,random,5,False,v1
041438,zephyr7B,error,asp_nested,random,5,False,v1
041529,zephyr7B_raw,"exist(unique(filter(select(scene(), fence), true)), unique(filter(select(scene(), frisbee), true)))",asp_nested,random,5,False,v1
041529,zephyr7B,,asp_nested,random,5,False,v1
041480,zephyr7B_raw,"verify_rel(unique(select(scene(), man)), frisbee, to_the_right_of, subject)",asp_nested,random,5,False,v1
041480,zephyr7B,no,asp_nested,random,5,False,v1
041544,zephyr7B_raw,"query(unique(select(scene(), frisbee)), color)",asp_nested,random,5,False,v1
041544,zephyr7B,,asp_nested,random,5,False,v1
041499,zephyr7B_raw,"query(unique(relate(select(scene(), shorts), color, has, value)), value)",asp_nested,random,5,False,v1
041499,zephyr7B,,asp_nested,random,5,False,v1
142457,zephyr7B_raw,"query(unique(filter(select(scene(), shelf), side, (right; left), subject)), name)",asp_nested,random,5,False,v1
142457,zephyr7B,error,asp_nested,random,5,False,v1
142471,zephyr7B_raw,"or(verify_attr(unique(relate(select(scene(), girl), hair, on, subject)), color, brown), verify_attr(unique(relate(select(scene(), girl), hair, on, subject)), color, blond))",asp_nested,random,5,False,v1
142471,zephyr7B,,asp_nested,random,5,False,v1
142512,zephyr7B_raw,"query(exist(filter(select(scene(), (bike, skateboard)), color, black)))",asp_nested,random,5,False,v1
142512,zephyr7B,error,asp_nested,random,5,False,v1
122286,zephyr7B_raw,"and(verify_rel(unique(relate(select(scene(), man), train_car, in, subject)), reading, newspaper), exist(unique(relate(select(scene(), man), train_car, in, subject))))",asp_nested,random,5,False,v1
122286,zephyr7B,,asp_nested,random,5,False,v1
122371,zephyr7B_raw,"query(unique(relate_any(select(scene(), photo), lock, on, side)), name)",asp_nested,random,5,False,v1
122371,zephyr7B,,asp_nested,random,5,False,v1
122376,zephyr7B_raw,"query(unique(filter(select(scene(), person), wearing, shirt), hposition, left))",asp_nested,random,5,False,v1
122376,zephyr7B,,asp_nested,random,5,False,v1
122496,zephyr7B_raw,"query(unique(relate(select(scene(), vehicle), name)), name)",asp_nested,random,5,False,v1
122496,zephyr7B,,asp_nested,random,5,False,v1
122495,zephyr7B_raw,"query(unique(select(scene(), vehicle)), name)",asp_nested,random,5,False,v1
122495,zephyr7B,train_car,asp_nested,random,5,False,v1
122312,zephyr7B_raw,"query(unique(select(scene(), train_car), filter(select(scene(), person), in, select(scene(), train_car), holds, subject)), object)",asp_nested,random,5,False,v1
122312,zephyr7B,,asp_nested,random,5,False,v1
041477,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'person (103649)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'wears, shorts, o (103650)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",gqa,random,5,False,v1
041477,zephyr7B,,gqa,random,5,False,v1
041438,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'logo (123456)'}, {'operation':'relate', 'dependencies': [0], 'argument': 'roof (789012)'}, {'operation':'same', 'dependencies': [1], 'argument': 'color'}, {'operation': 'not', 'dependencies': [2], 'argument': '?'}]",gqa,random,5,False,v1
041438,zephyr7B,,gqa,random,5,False,v1
041529,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'object (449021)'}, {'operation': 'filter type', 'dependencies': [0], 'argument': 'fence'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}, {'operation':'select', 'dependencies': [], 'argument': 'object (449021)'}, {'operation': 'filter type', 'dependencies': [3], 'argument': 'frisbee'}, {'operation': 'exist', 'dependencies': [4",gqa,random,5,False,v1
041529,zephyr7B,,gqa,random,5,False,v1
041480,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (1080315)'}, {'operation': 'filter hposition', 'dependencies': [0], 'argument': 'right'}, {'operation':'relate', 'dependencies': [1], 'argument': 'frisbee,by,s (1080317)'}, {'operation': 'choose rel', 'dependencies': [2], 'argument': 'person,to the right of|to the left of,s (1080319)'},",gqa,random,5,False,v1
041480,zephyr7B,,gqa,random,5,False,v1
041544,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'frisbee (1234567)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'color'}]",gqa,random,5,False,v1
041544,zephyr7B,,gqa,random,5,False,v1
041499,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shorts (123456)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'color'}]",gqa,random,5,False,v1
041499,zephyr7B,,gqa,random,5,False,v1
142457,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shelf (1234567)'}, {'operation': 'query', 'dependencies': [0], 'argument':'side'}]",gqa,random,5,False,v1
